Selenography is the study of the physical features of the Moon .,Selenography is the study of the surface and physical features of the Moon .,Science,0.5,1
"Early on July 1 , a strong and big tropical wave moved off the coast of Africa .","Early on July 1 , a weak tropical wave emerged off the coast of Africa .",Science,0.37,0
"That prize honors basic research in fields that do not qualify for Nobel awards , and is administered by the same organization as the Nobel Prize .",It honors basic research in fields that do not qualify for Nobel Prizes and is administered by the same organization as the Nobel Prize .,Science,0.53,1
"The National Geographic Society ( NGS ) , headquartered in Washington , D.C. in the United States , is one of the largest non-profit scientific and educational institutions in the world .","The National Geographic Society ( NGS ) , headquartered in Washington , D.C. , United States , is one of the largest nonprofit scientific and educational institutions in the world .",Science,0.63,1
"Far more work has gone into reconstructing it than any other proto-language , and it is by far the best-understood of all proto-languages .","Far more work has gone into reconstructing it than any other proto-language , and it is by far the best understood of all proto-languages of its age .",Science,0.35,1
Sextus Empiricus reported that such ideas were savored by Christian apologists .,Sextus Empiricus reported that such observations were appreciated by Christian apologists .,Science,0.27,0
He was born George Washington Morrison Nutt in New Hampshire .,He was a dwarf born in New Hampshire .,Science,0.24,0
"However , methylcobalamin ( a form of Vitamin B ) , with a cobalt-methyl bond , is a true organometallic complex , one of the few known in biology .","In contrast to these coordination compounds , methylcobalamin ( a form of Vitamin B ) , with a cobalt-methyl bond , is a true organometallic complex , one of the few known in biology .",Science,0.36,1
"To prevent the spread of diseases and provide the people with water , the authorities ordered water wells to be dug in the backyards of every house .","To prevent the spread of epidemics and provide the people with water , the authorities ordered all janitors to supervise the construction of water wells in the backyards of every house .",Science,0.31,0
"A hole is an empty space in a solid object , which can be flat .",A hole is an opening .,Science,0.27,0
Isolating infected individuals is not possible because the disease is so widespread and symptoms are not specific .,Isolation or quarantine is not used as the disease is so widespread and symptoms are non-specific .,Science,0.29,1
The words `` hypnosis '' and `` hypnotism '' both derive from the term `` neuro-hypnotism '' ( nervous sleep ) coined by the Scottish surgeon James Braid around 1841 .,"The words `` hypnosis '' and `` hypnotism '' both derive from the term `` neuro-hypnotism '' ( nervous sleep ) , all of which were coined by the Scottish surgeon James Braid around 1841 .",Science,0.35,1
The dam has since been made bigger .,The dam has since been enlarged .,Science,0.25,0
He was active in aeronautics and astronautics .,He was active primarily in aeronautics and astronautics .,Science,0.36,1
"Late on the same day , the JMA further upgraded Nesat to a typhoon .","Late on September 29 , the JMA upgraded Nalgae to a typhoon .",Science,0.29,0
"In the wild , they usually live around 6–8 years , but in captivity can live to be up to 23 years old or longer .","In the wild , they usually live around 6–8 years , but in captivity can live to an age of 23 years or more .",Science,0.3,1
Shannon also showed that such switches could solve boolean algebra problems .,He also proved that circuits with relays could solve Boolean algebra problems .,Science,0.7,1
"Honey ants use their own bodies as living storage , but they have more function than just storing food .","Honey ants are unique in using their own bodies as living storage , but they have more function than just storing food .",Science,0.38,1
"However , flagella occur among some archamoebae , and many slime moulds produce biflagellate gametes .","However , flagella do occur among the Archamoebae , and many slime moulds produce biflagellate gametes .",Science,0.27,1
"The Convolvulaceae , known commonly as the bindweed or morning glory family , is a group of about 60 genera and more than 1,650 species of mostly herbaceous vines , but also trees , shrubs and herbs .","Convolvulaceae , known commonly as the bindweed or morning glory family , is a family of about 60 genera and more than 1,650 species of mostly herbaceous vines , but also trees , shrubs and herbs .",Science,0.28,1
"Research into the earliest branches of the eukaryote tree suggests a tree with either four supergroups , or two supergroups .",", research into the earliest branches of the eukaryote tree has suggested a tree with either four supergroups or two supergroups .",Science,0.69,1
This may be sufficient to partially or completely break ( crack ) the algorithm .,This may be sufficient to partially or completely break the algorithm .,Science,0.31,1
"The pancreas belongs to two systems of the body : the digestive system for its role in breaking down nutrients , and the endocrine system for producing hormones .",The pancreas is a glandular organ in the digestive system and endocrine system of vertebrates .,Science,0.49,1
Epidemiological practice and the results of epidemiological analysis make a significant contribution to health management,Epidemiological practice and the results of epidemiological analysis make a significant contribution to emerging population-based health management frameworks .,Science,0.63,1
His work with sea urchins showed that it was necessary to have all chromosomes present in order for proper development of the embryo to take place .,Boveri 's work with sea urchins showed that it was necessary to have all chromosomes present in order for proper embryonic development to take place .,Science,0.84,1
"Protactinium is a silver metallic element that is in the actinide group , with a bright metallic shine that it keeps for some time in the air .",Protactinium is a metal with silvery-gray luster that is preserved for some time in air .,Science,0.45,1
"It is a member of the family Alvarezsauridae , small coelurosaurian dinosaurs which have short but powerful forelimbs specialized for digging .","It is a member of the family Alvarezsauridae , small coelurosaurian dinosaurs which are characterized by short but powerful forelimbs specialized for digging .",Science,0.38,1
"The increase in the number of wolves in the states of Wyoming , Montana and Idaho has been so successful that they are no longer on the endangered species list .","The recovery of populations throughout the states of Wyoming , Montana and Idaho has been so successful that on February 27 , 2008 , the U.S .",Science,0.26,0
"As of July 2014 , the price of uranium concentrate remained near a five-year low , the uranium price having fallen more than 50 % from the peak price in January 2011 , and reflecting loss of Japanese demand following the 2011 Fukushima nuclear disaster .","As of July 2014 , the price of uranium concentrate remained near a five-year low , the uranium price having fallen more than 50 % from the peak spot price in January 2011 , reflecting the loss of Japanese demand following the 2011 Fukushima nuclear disaster .",Science,0.36,0
"Like most other heterodontosaurs , `` Pegomastax '' had an enlarged canine-like tooth at the beginning of the lower jaw 's tooth row , which may have been used for defence .","Like most other heterodontosaurids , `` Pegomastax '' had an enlarged canine-like tooth at the beginning of the lower jaw 's tooth row , which may have had a defensive function .",Science,0.43,1
Grignard reagents will react with a variety of carbonyl derivatives .,Grignard reagents react with many metal-based electrophiles .,Science,0.56,1
Sulston played a central role in both the `` Caenorhabditis elegans '' roundworm and human genome sequencing projects .,Sulston played a central role in both the `` C. elegans '' and human genome sequencing projects .,Science,0.69,1
Cleaner shrimp is a generic term for any swimming decapod crustacean that cleans other organisms of parasites .,Cleaner shrimp is a common name for any swimming decapod crustacean that cleans other organisms of parasites .,Science,0.41,1
"On September 1 it became Tropical Depression Nine while west of the Cape Verde islands and strenthend into a tropical storm later that day , when it was given the name Ike .",On September 2 it became Tropical Depression Ten while south-southeast of the southernmost Cape Verde islands .,Science,0.3,0
He also attained a degree on Disaster Management from BRAC University .,He attained a degree on Disaster Management from BRAC University .,Science,0.32,1
"Yuri Gagarin was born in the village of Klushino near Gzhatsk ( now in Smolensk Oblast , Russia ) , on 9 March 1934 .","Yuri Gagarin was born in the village of Klushino , near Gzhatsk ( renamed Gagarin in 1968 after his death ) , on 9 March 1934 .",Science,0.27,0
In mathematics a corollary usually follows on from a theorem .,In mathematics a corollary typically follows a theorem .,Science,0.29,1
"Like most large igneous provinces , the Mackenzie Large Igneous Province was caused by a mantle plume—an upwelling zone of abnormally hot rock within the Earth 's mantle .","Like most large igneous provinces , the Mackenzie Large Igneous Province has its origins in a mantle plume—an upwelling zone of abnormally hot rock within the Earth 's mantle .",Science,0.43,1
To ensure that the movements of the fish in the film were believable the animators essentially took a crash course in fish biology and oceanography .,"To ensure that the movements of the fish in the film were believable , the animators took a crash course in fish biology and oceanography .",Science,0.63,0
"He was graduated BS ( Physics ) , BS ( Astronomy ) from the University of Arizona in 1989 .",He graduated with a BS ( Physics ) and BS ( Astronomy ) from the University of Arizona in 1989 .,Science,0.93,1
"Benzene , also known as benzol , is an organic chemical compound with the formula CH .",Benzene is an important organic chemical compound with the chemical formula CH .,Science,0.49,1
Lead compounds are chemical compounds that have lead ions in them .,Lead compounds are those chemical compounds which contain lead .,Science,0.34,1
"For addition , the quotient of the two variables plus one times the divisor equals their sum :","For subtraction , the quotient of the two variables minus one times the divisor equals their difference :",Science,0.45,1
"In 1852 , Robert Angus Smith showed the relationship between acid rain and atmospheric pollution in Manchester .","In 1852 , Robert Angus Smith was the first to show the relationship between acid rain and atmospheric pollution in Manchester , England .",Science,0.78,1
"The heterojunction bipolar transistor ( HBT ) is a type of bipolar junction transistor ( BJT ) which uses different semiconductor materials for the emitter and base regions , making a heterojunction .","The heterojunction bipolar transistor ( HBT ) is a type of bipolar junction transistor ( BJT ) which uses differing semiconductor materials for the emitter and base regions , creating a heterojunction .",Science,0.47,1
Seafloor spreading helps explain continental drift in plate tectonics .,Seafloor spreading helps explain continental drift in the theory of plate tectonics .,Science,0.7,1
"Gestalt has been criticized for being merely descriptive , but it has formed the basis of much further research into the perception of patterns and objects , and of research into behavior , thinking , problem solving and psychopathology .","Although gestalt has been criticized for being merely descriptive , it has formed the basis of much further research into the perception of patterns and objects ( Carlson et al .",Science,0.3,1
"Knut was only the size of a guinea pig , and had to spend the first 44 days of his life in an incubator before zookeeper Thomas Dörflein began raising the cub .","Only the size of a guinea pig , he spent the first 44 days of his life in an incubator before zookeeper Thomas Dörflein began raising the cub .",Science,0.58,1
"Colonel Ilan Ramon ( , born Ilan Wolferman ; June 20 , 1954 - February 1 , 2003 ) was an Israeli pilot and the first Israeli astronaut and Israeli national hero .","Ilan Ramon ( , born Ilan Wolferman ; June 20 , 1954 – February 1 , 2003 ) was an Israeli fighter pilot and later the first Israeli astronaut for NASA .",Science,0.53,1
"The greatest ocean depth to be sounded is in the Challenger Deep of the Mariana Trench , at a depth of","The greatest ocean depth to be sounded is in the Challenger Deep of the Mariana Trench , at a depth of below sea level .",Science,0.58,1
"Self-organization occurs in a variety of physical , chemical , biological , social and cognitive systems .","Self-organization occurs in a variety of physical , chemical , biological , robotic , social , and cognitive systems .",Science,0.31,1
"Linskens was an elected member of the Deutsche Akademie der Naturforscher Leopoldina , Linnean Society of London , Koninklijke Nederlandse Akademie van Wetenschappen , and the Académie Royale des Sciences de Belgique .","Linskens was an elected member of the Deutsche Akademie der Naturforscher Leopoldina , Linnean Society of London , Koninklijke Nederlandse Akademie van Wetenschappen in 1978 , and the Academie Royale des Sciences de Belgique .",Science,0.79,1
Boiling tubes are commonly made from Pyrex glass which can tolerate high temperatures .,Boiling tubes are made from borosilicate glass that can withstand high temperatures .,Science,0.41,1
The member universities and institutes are :,The member colleges and institutes are :,Science,0.3,0
"Clarke emigrated to Sri Lanka in 1956 largely to pursue his interest in scuba diving ; That year , he discovered the underwater ruins of the ancient Koneswaram temple in Trincomalee .",That year he discovered the underwater ruins of the ancient Koneswaram temple in Trincomalee .,Science,0.48,1
"He graduated from the Institut d'études politiques de Toulouse , the École Polytechnique of Paris , the École nationale de l'aviation civile of Toulouse and the École nationale d’administration .","He received degrees from Sciences Po Toulouse , the Ecole polytechnique , École nationale de l'aviation civile and the École nationale d'administration .",Science,0.67,1
"Some medical groups , such as the American Academy of Pediatrics , recommend renal ultrasound and voiding cystourethrogram ( watching a person 's urethra and urinary bladder with real time X-rays while they urinate ) in all children who are younger than 2 years old and have had a urinary tract infection.Other medical groups such as the National Institute for Clinical Excellence recommend routine imaging only in babies younger than 6 months old or who have unusual findings .","Some , such as the American Academy of Pediatrics recommends renal ultrasound and voiding cystourethrogram ( watching a person 's urethra and urinary bladder with real time x-rays while they urinate ) in all children less than two years old who have had a urinary tract infection .",Science,0.35,1
"He graduated from the University of Washington and the University of California , Berkeley .","in mathematics at the University of Washington in 1949 , and PhD from the University of California , Berkeley .",Science,0.47,1
"However , his writings also record the use of many stimuli , including electric shocks , whistles , metronomes , tuning forks , and a range of visual stimuli .","However , his writings record the use of a wide variety of stimuli , including electric shocks , whistles , metronomes , tuning forks , and a range of visual stimuli , in addition to the ring of a bell .",Science,0.52,1
"He fixed the point Anno Domini , which is used to number the years of both the Gregorian calendar and the Julian calendar .",are used to label or number years in the Julian and Gregorian calendars .,Science,0.21,0
Diverse communities with complex ecology took 30 million years to reestablish .,Diverse communities with complex trophic structures took 30 million years to reestablish .,Science,0.58,1
"This is an example of mutualism , an ecological interaction that benefits both parties .","This cleaning symbiosis is an example of mutualism , an ecological interaction that benefits both parties involved .",Science,0.24,1
"The purpose of heat treating plain-carbon steel is to change the mechanical properties of steel , usually ductility , hardness , yield strength , and impact resistance .","The purpose of heat treating carbon steel is to change the mechanical properties of steel , usually ductility , hardness , yield strength , or impact resistance .",Science,0.34,1
"The pressure wave from the final explosion was recorded on barongraphs around the world , which continued to register it up to 5 days after the explosion .",The pressure wave from the final explosion was recorded on barographs around the world .,Science,0.63,1
"Another estimate is that 8,000 died within two weeks , that an additional 8,000 have since died from gas-related diseases .","Others estimate that 8,000 died within two weeks , and another 8,000 or more have since died from gas-related diseases .",Science,0.45,1
"In 2005 , Henderson found that substandard medical care in the California prison system had violated prisoners ' rights under the Eighth Amendment to the United States Constitution to be protected from cruel and unusual punishment .","In 2005 , Henderson found that substandard medical care in the California prison system had violated prisoners ' rights under the Eighth Amendment to the United States Constitution to be protected from cruel and unusual punishment and had led to unnecessary deaths in California prisons .",Science,0.22,0
These reactions are far from equilibrium and remain so for a significant length of time .,These reactions are far from equilibrium and remain so for a significant length of time and evolve chaotically .,Science,0.36,1
"Interest in renewable energies has increased in recent years due to environmental concerns about global warming and air pollution , reduced costs of renewable energy technologies , and improved efficiency and reliability .","Interest in renewable energies has increased in recent years due to environmental concern about global warming and air pollution , reduced costs of the technologies themselves , and improved efficiency and reliability .",Science,0.36,1
"Only one species , `` Rapetosaurus krausei '' , has been found .","Only one species , Rapetosaurus krausei , has been identified .",Science,0.7,1
It is not known if there are still Sunda clouded leopards on the small Batu islands close to Sumatra .,It is unknown if there are still Sunda clouded leopards on the small Batu Islands close to Sumatra .,Science,0.38,1
"By the 5th millennium BC these peoples had fashioned one of the world 's earliest known astronomical device ( roughly contemporary to the Goseck circle in Germany ) , about 1000 years older than but comparable to Stonehenge ( see sketch at right ) .",By the 5th millennium BC these peoples had fashioned what may be among the world 's earliest known archeoastronomical devices ( roughly contemporary to the Goseck circle in Germany and the Mnajdra megalithic temple complex in Malta ) .,Science,0.24,0
"The first sarcopterygians , found in the uppermost Silurian ( about 418 mya ) , closely resembled the Acanthodii , the 'spiny fish ' which went extinct at the end of the Palaeozoic era .","The earliest fossils of sarcopterygians , found in the uppermost Silurian ( ca 418 Ma ) , closely resembled the acanthodians ( the `` spiny fish '' , a taxon that became extinct at the end of the Paleozoic ) .",Science,0.55,1
Horse bones can be used to make gelatin for food .,Horse bones can be used to make implements .,Science,0.4,1
"Hardwood is contrasted to softwood , which comes from conifers , cone bearing seed plants .",Hardwood contrasts with softwood ( which is from gymnosperm trees ) .,Science,0.3,1
"A cold cathode is a cathode ( a type of electrode ) that is not heated directly by a filament or element , although a cold cathode can heat up during use as a side effect of normal current flow .",A cold cathode is a cathode that is not electrically heated by a filament .,Science,0.38,1
"In the linear approach , the electrons in the orbital of the small molecule are pointed directly at the π system of the big molecule .","In the non-linear approach , the orbital approaches at a skew angle .",Science,0.45,1
The remnants of Ana dropped 0.87 inches ( 22 mm ) of rainfall in the city of Ponta Delgada in the Azores .,"As an extratropical storm , the remnants of Ana dropped 0.87 inches ( 22 mm ) of precipitation in the city of Ponta Delgada in the Azores .",Science,0.24,0
"Cuvier believed there was no evidence for the evolution of organic forms , but there was evidence for successive creations after catastrophic extinction events .","Cuvier believed there was no evidence for the evolution of organic forms , but rather evidence for successive creations after catastrophic extinction events .",Science,0.47,1
"The Chinese Cobra has a widely varied diet and it mainly preys on rodents such as mice and rats , frogs , toads and even other snakes .","The Chinese cobra has a widely varied diet and it mainly preys on rodents , frogs , toads , and other snakes .",Science,0.29,1
Streptococcus is a genus of spherical Gram-positive bacteria belonging to the phylum Firmicutes and the lactic acid bacteria group .,Streptococcus is a genus of coccus ( spherical ) Gram-positive bacteria belonging to the phylum Firmicutes and the order Lactobacillales ( lactic acid bacteria ) .,Science,0.48,1
"The leatherback sea turtle is the largest , measuring six or seven feet ( 2 m ) in length at maturity , and three to five feet ( 1 to 1.5 m ) in width , weighing up to 2000 pounds ( about 900 kg ) .","It is the largest sea turtle , measuring in length at maturity , and in width , weighing up to .",Science,0.47,1
The most important characteristic was the presence of lower molariform teeth with two longitudinal rows of cusps .,The most important characteristic was the presence of lower molariform teeth equipped with two longitudinal rows of cusps .,Science,0.35,1
"If one of the inputs is false , or if both of the inputs are false , then logical conjunction outputs `` false . ''","When all inputs are true , the output is true .",Science,0.24,1
"If every element of the ring has a multiplicative inverse , that is for each a in R , there exists an element a in R such that a • a = 1 , where 1 is the multiplicative identity element , then the ring is called a division ring .",The element formula_13 is the multiplicative identity of the ring .,Science,0.3,1
"So , Ĉ is the rotation of a molecule around an axis and Ê is the identity operation .","Thus , Ĉ is the rotation of a molecule around an axis and Ê is the identity operation .",Science,0.53,1
"On September 8 , 1960 , U.S. President Dwight D. Eisenhower formally dedicated the Marshall Space Flight Center in Huntsville .","On September 8 , President Dwight D. Eisenhower formally dedicated the MSFC .",Science,0.44,1
"Rey has suggested an alternative way to connect the stars , which shows a lion walking .","Rey has suggested an alternative way to connect the stars , which graphically shows a lion walking .",Science,0.33,1
"`` Lycorhinus '' and `` Heterodontosaurus '' both had high-crowned cheek teeth , which went over each other in the jaw , making a continuous chewing surface analogous to those of Cretaceous hadrosaurids .","`` Lycorhinus '' and `` Heterodontosaurus '' both had high-crowned cheek teeth , which overlapped each other in the jaw , forming a continuous chewing surface analogous to those of Cretaceous hadrosaurids .",Science,0.34,1
"By causing a specific gene to be inactive in the mouse , and observing any differences from normal behaviour or condition , researchers can infer its probable function .","By causing a specific gene to be inactive in the mouse , and observing any differences from normal behaviour or physiology , researchers can infer its probable function .",Science,0.74,1
Humans have a total of 39 hox genes in clusters on four chromosomes .,Humans have Hox genes in four clusters :,Science,0.46,1
Swedish artist Oscar Reutersvärd was the first person to draw many impossible objects .,Swedish artist Oscar Reutersvärd was one of the first to deliberately design many impossible objects .,Science,0.24,0
Professor Ertl is an editor of the Handbook of Heterogeneous Catalysis,Ertl is one of the editors of the `` Handbook of Heterogeneous Catalysis '' .,Science,0.57,1
The infection is one of the most common sexually transmitted infections in people worldwide – about 2.8 million cases of chlamydia infection occur in the United States each year .,Chlamydia infection is one of the most common sexually transmitted infections worldwide .,Science,0.35,1
"Viewed from the Andromeda Galaxy , it would be the brightest feature of our own galaxy .","Viewed from the Andromeda Galaxy , it would be the brightest feature of the Milky Way .",Science,0.43,1
"At the same time , it secretes a layer of mucus on which it travels , which helps prevent damage to the foot .","It simultaneously secretes a layer of mucus that it travels on , which helps prevent damage to the foot tissues .",Science,0.42,1
All members of this class produce basidiocarps and these range in size from tiny cups a few millimeters across to a giant polypore ( `` Fomitiporia ellipsoidea '' ) greater than several meters across and weighing up to .,All members of the class produce basidiocarps and these range in size from tiny cups a few millimeters across to a giant polypore ( `` Phellinus ellipsoideus '' ) greater than several meters across and weighing up to .,Science,0.27,1
An alternator is a generator which converts mechanical energy to electrical energy in the form of alternating current .,An alternator is an electrical generator that converts mechanical energy to electrical energy in the form of alternating current .,Science,0.28,1
Famous locations for `` Hesperornis '' are the Upper Cretaceous marine limestones from Kansas and the marine shales from Canada .,Locations for `` Hesperornis '' fossils include the Late Cretaceous marine limestones from Kansas and the marine shales from Canada .,Science,0.46,1
It is also widely recognised as the most important site in Europe for finding dinosaur remains .,The island has one of the most important areas in Europe for dinosaur fossils .,Science,0.62,1
The rostrum serves as a digging tool to unearth buried crustaceans .,The rostrum also serves as a digging tool to unearth buried crustaceans .,Science,0.42,1
"In modern birds , the eggshell is hardened with calcium carbonate , completely shielding the embryo from the outside environment .","In modern birds , the eggshell is hardened with calcium , completely shielding the embryo from the outside environment .",Science,0.34,1
"There is one species native to North America that is fairly well known and popular in cultivation , namely the Western Pearly Everlasting ( `` Anaphalis margaritacea '' ) .","There is one species native to North America that is fairly well known and popular in cultivation , namely the western pearly everlasting ( `` Anaphalis margaritacea '' ) .",Science,0.28,1
The sodium chromate is reacted with sulfuric acid to produce sodium dichromate .,The chromate is converted by sulfuric acid into the dichromate .,Science,0.42,1
"The Innsbruck Medical University ( German : Medizinische Universität Innsbruck ) is a university in Innsbruck , Austria .","The Medical University of Innsbruck ( in German : Medizinische Universität Innsbruck ) is a university in Innsbruck , Austria , EU .",Science,0.21,0
Saitō rose to the rank of Admiral in the Imperial Japanese Navy .,Saitō was an admiral in the Imperial Japanese Navy .,Science,0.22,0
A Planet Called Treason ( 1979 ) is a science fiction book that was written by Orson Scott Card .,A Planet Called Treason ( 1979 ) is a science fiction novel by Orson Scott Card .,Science,0.82,0
The Doctor learns that he will trust her in the future when she whispers his real name into his ear .,"The Doctor learns , however , that it is she who kills him in his future .",Science,0.36,0
"The next ejaculate contains more fresh sperm , which has higher chances of achieving conception during intercourse .","The next ejaculate then contains more fresh sperm , which have higher chances of achieving conception during intercourse .",Science,0.53,1
"Currently the university has about 27,000 students and employs about 4,600 people .","The university has approximately 27,700 students and employs around 6,000 people .",Science,0.26,0
"There are around 200,000 species in this group .","There are around 200,000 species within this group .",Science,0.46,1
Mast cells play an important protective role in wound healing and defence against pathogens .,Mast cells play a key role in the inflammatory process .,Science,0.64,1
"Most mammals find this unpleasant ; however , birds are unaffected .","Most mammals find this unpleasant , whereas birds are unaffected .",Science,0.47,1
Babbage 's engines were among the first mechanical computers .,Babbage 's machines were among the first mechanical computers .,Science,0.35,1
"The five species of jackrabbit found in central and western North America can run at , and can leap up to 3m ( ten feet ) at a time .","The five species of jackrabbits found in central and western North America are able to run at , and can leap up to 3 m ( 10 ft ) at a time .",Science,0.29,1
He would teach at Columbia University from 1939 to 1946 .,He taught at Columbia from 1939 to 1946 .,Science,0.26,0
Systematics is used to help us understand the evolutionary history of life on Earth .,"Systematics , in other words , is used to understand the evolutionary history of life on Earth .",Science,0.69,1
"Harp seal milk has up to 48 % fat , so pups gain over per day .","Harp seal milk contains up to 60 % fat , so pups gain over per day .",Science,0.31,1
"If a person is allergic to penicillin , other antibiotics like ceftriaxone , doxycycline , or tetracycline can be used , but they have to be given over longer periods of time .","In those who have a severe penicillin allergy , doxycycline or tetracycline may be used .",Science,0.39,1
The Bay checkerspot butterfly ( `` Euphydryas editha bayensis '' ) is an example of a threatened species protected by the Endangered Species Act .,The Bay checkerspot butterfly ( `` Euphydryas editha bayensis '' ) is an example of a threatened subspecies protected under the ESA .,Science,0.42,1
Public Education is provided by the Elba City Public School District .,Public education is provided by the Elba City Public School District .,Science,0.3,0
A subarachnoid hemorrhage is bleeding into the subarachnoid space ( the space between the arachnoid and the pia mater ) .,A `` subarachnoid hemorrhage '' is bleeding into the subarachnoid space—the area between the arachnoid membrane and the pia mater surrounding the brain .,Science,0.35,1
"In organic chemistry , acetyl ( ethanoyl ) , is a functional group , the acyl of acetic acid , with chemical formula -COCH .","In organic chemistry , acetyl is a functional group , the acyl with chemical formula CHCO .",Science,0.46,1
The view that `` Troodon '' was a predator is supported by its sickle claw on the foot and apparently good binocular vision .,"`` Troodon '' are thought to have been predators , a view supported by its sickle claw on the foot and apparently good binocular vision .",Science,0.36,1
"To diagnose a urinary tract infection in children , a positive urinary culture is required .","To make the diagnosis of a urinary tract infection in children , a positive urinary culture is required .",Science,0.6,1
"The fruit can grow up to 30 cm ( 12 in ) long and 15 cm ( 6 in ) in diameter , and usually weighs one to three kg ( 2 to 7 lb ) .","The fruit can grow as large as long and in diameter , and it typically weighs one to three kilograms ( 2 to 7 lb ) .",Science,0.4,1
Genentech 's approach to the first synthesis of insulin beat Walter Gilbert 's approach at Biogen which used genes from natural sources .,Genentech 's approach to the first synthesis of insulin won out over Walter Gilbert 's approach at Biogen which used whole genes from natural sources .,Science,0.68,1
"In a double-blind experiment , neither the participants nor the researchers know which participants belong to the control group , and which to the test group .","In these double-blind experiments , neither the participants nor the researchers know which participants belong to the control group , nor the test group .",Science,0.37,1
"Chironex fleckeri , commonly known as sea wasp , is a well-known , lethal , venomous species of Box jellyfish living in coastal waters from northern Australia and New Guinea north to the Philippines and Vietnam .","Chironex fleckeri , commonly known as sea wasp , is a species of deadly venomous box jellyfish found in coastal waters from northern Australia and New Guinea north to the Philippines and Vietnam .",Science,0.43,1
"On April 11 , 2008 , Russian officials opened a monument to Laika .","On April 11 , 2008 , Russian officials unveiled a monument to Laika .",Science,0.33,0
"Cavalier-Smith included here the Platyhelminthes ( flatworms ) , and a new phylum Acanthognatha , into which he gathered several previously described phyla of microscopic animals .","Cavalier-Smith included in Platyzoa the Phylum Platyhelminthes or flatworms , and a new phylum , Acanthognatha , into which he gathered several previously described phyla of microscopic animals .",Science,0.54,1
"Forecasting is predicting what the future will look like , whereas planning predicts what the future `` should '' look like .","Forecasting can be described as predicting what the future will look like , whereas planning predicts what the future should look like for multiple scenarios .",Science,0.3,1
"If one specifies how stress and strain are to be measured , that allows for many types of elastic moduli to be defined .","Specifying how stress and strain are to be measured , including directions , allows for many types of elastic moduli to be defined .",Science,0.41,1
"The water issuing from a hot spring is heated by geothermal energy , i.e. , heat from the Earth 's mantle .","Water issuing from a hot spring is heated geothermally , that is , with heat produced from the Earth 's mantle .",Science,0.5,1
"While Hulse was observing a new pulsar , named PSR B1913+16 , he noticed that the frequency with which it pulsed fluctuated .","While Hulse was observing the newly discovered pulsar PSR B1913+16 , he noticed that the rate at which it pulsed varied regularly .",Science,0.74,1
"The first microplate was made in 1951 by a Hungarian man called Dr. G. Takatsky , who made a microtiter plate with 6 rows of 12 wells ( so 72 wells ) .","The earliest microplate was created in 1951 by a Hungarian , Dr. Gyula Takátsy , who machined 6 rows of 12 `` wells '' in Lucite .",Science,0.36,1
"In 1942 , he and Salvador Luria of Indiana University demonstrated that bacterial resistance to virus infection is caused by random mutation and not adaptive change .","In 1942 , Delbrück and Luria published on bacterial resistance to virus infection mediated by random mutation .",Science,0.74,1
"In 1983 , Ben & Jerry’s ice cream was used to build “the world’s largest ice cream sundae” in St. Albans , Vermont .","In 1983 , Ben & Jerry’s ice cream was used to build “the world’s largest ice cream sundae” in St. Albans , Vermont ; the sundae weighed .",Science,0.26,0
